Agriculture Year,Crop,Area,Area Unit,Area_Cent,Production,Production Unit,Productivity,Productivity Unit,Yield_kg_ha,Soil_Type,Soil_pH,Nitrogen_N_kg_ha,Phosphorus_P_kg_ha,Potassium_K_kg_ha,Rainfall_mm,Temperature_C,Humidity_percent,Irrigation_Level,Season,Suitability_Score_Derived
2021-22,Tea,35872,Hectare,8864150.56,60360,MT,1683,Kg/ Hectare,1683,Clay,5.333829364,94.61572126,28.43226599,63.83182237,2656.494018,22.80972322,81.77021885,Medium,Perennial,71.16
2022-23,Cashew,32685,Hectare,8076626.925,13052,MT,399,Kg/ Hectare,399,Silty,6.051989473,49.25249912,26.90106645,34.90939068,1072.547641,27.5185877,64.5339568,Low,Perennial,59.31
2023-24,Paddy,180278,Hectare,44547595.19,811761,MT,2958,Kg/ Hectare,2958,Clay,6.156270883,70.32134884,41.13993464,43.99633899,1863.48291,27.47873987,80.81348067,High,Kharif,78.24
2021-22,Coconut,765435,Hectare,189142815.7,5535,Million Nuts,7231,Nuts/ Hectare,7231,Sandy,6.363953651,50.04248384,22.51935927,68.19254124,2320.076871,28.19335064,77.85830324,Medium,Perennial,84.63
2023-24,Rubber,551030,Hectare,136162268.2,533500,MT,968,Kg/ Hectare,968,Clay,5.454396336,54.45666283,26.25196244,51.05460816,3159.285461,24.6936958,74.834822,Low,Perennial,65.92
2022-23,Coffee,85957,Hectare,21240404.49,68020,MT,791,Kg/ Hectare,791,Loamy,5.669234956,66.22450698,31.23189607,85.55372775,1833.633693,24.79669763,74.36714741,Medium,Perennial,69.3
2022-23,Ginger,2582,Hectare,638025.11,11007,MT,4263,Kg/ Hectare,4263,Clay,5.967084392,67.26354501,36.49653455,54.01513377,1866.486565,27.47124692,82.26415203,Medium,Kharif,82.44
2023-24,Pepper,72669,Hectare,17956873.25,30798,MT,424,Kg/ Hectare,424,Loamy,6.002928312,66.39078824,36.74618637,59.63598229,2568.916171,25.0329468,74.81004658,Medium,Perennial,54.73
2023-24,Pineapple,12538,Hectare,3098202.49,118958,MT,9488,Kg/ Hectare,9488,Sandy,5.279558073,75.01713105,36.38809652,75.13774979,1633.907538,26.44327156,72.37748479,Medium,Kharif,88.65
2021-22,Pepper,76351,Hectare,18866713.86,32516,MT,426,Kg/ Hectare,426,Clay,5.938989602,68.99687969,36.95725652,40.24525743,2122.645078,24.21912421,71.4187914,Medium,Perennial,60.87
2021-22,Rubber,551030,Hectare,136162268.2,533500,MT,968,Kg/ Hectare,968,Sandy,5.180887292,53.67723407,28.54650707,62.30345508,2541.393083,27.60401296,71.51992556,Low,Perennial,69.55
2021-22,Paddy,195734,Hectare,48366850.07,562097,MT,2872,Kg/ Hectare,2872,Silty,6.167770911,82.64889938,42.92910004,40.83446192,1881.151014,25.62793667,62.84610991,High,Kharif,75.57
2022-23,Pineapple,11130,Hectare,2750278.65,111997,MT,10063,Kg/ Hectare,10063,Loamy,5.425560617,77.43621775,30.99123637,76.47150389,1942.206439,22.67097725,71.9132068,Medium,Kharif,87.69
2023-24,Coffee,85957,Hectare,21240404.49,70354,MT,818,Kg/ Hectare,818,Clay,6.277486135,70.14774857,30.7475744,75.22567324,2553.351442,25.68142266,80.56964621,Medium,Perennial,64.98
2023-24,Cloves,672,Hectare,166054.56,51,MT,75,Kg/ Hectare,75,Loamy,6.040640741,54.46845422,24.28837606,67.32789554,2442.439326,18.85117528,82.07267945,Medium,Perennial,56.74
2022-23,Banana,47803,Hectare,11812360.32,468065,MT,9792,Kg/ Hectare,9792,Sandy,6.266652605,123.2619214,46.0296619,113.6086816,2198.548297,27.19515594,86.77047608,High,Perennial,91.6
2022-23,Banana,47803,Hectare,11812360.32,468065,MT,9792,Kg/ Hectare,9792,Loamy,6.067386568,98.64926356,50.56796544,127.7627951,1703.518542,25.16810947,74.21973033,High,Perennial,86.97
2022-23,Rubber,551030,Hectare,136162268.2,533500,MT,968,Kg/ Hectare,968,Sandy,5.294457517,45.8497106,23.7986168,44.648895,2938.282447,26.40861008,81.57482554,Low,Perennial,66
2022-23,Plantain,54135,Hectare,13377029.18,410073,MT,7575,Kg/ Hectare,7575,Loamy,6.135073708,95.2837633,39.31467788,95.74417236,1821.971549,28.30565217,82.26729382,High,Perennial,88.57
2022-23,Rubber,551030,Hectare,136162268.2,533500,MT,968,Kg/ Hectare,968,Loamy,5.09651108,40.27704688,28.20124661,62.24681888,1979.189784,26.17983454,75.00376688,Low,Perennial,61.67
2021-22,Coffee,85880,Hectare,21221377.4,69900,MT,814,Kg/ Hectare,814,Sandy,5.484025289,68.27222333,36.43033017,70.8055761,1983.150403,23.26741703,77.42546691,Medium,Perennial,64.13
2021-22,Turmeric,2203,Hectare,544372.315,7402,MT,3360,Kg/ Hectare,3360,Silty,5.836514498,74.17944283,34.78409868,55.76140057,1474.938273,28.69006697,80.78807333,Medium,Kharif,82.31
2022-23,Plantain,54135,Hectare,13377029.18,410073,MT,7575,Kg/ Hectare,7575,Silty,5.842044888,106.9514243,55.77980266,118.6800154,1825.8839,29.08724335,88.64617805,High,Perennial,94.28
2022-23,Tea,35651,Hectare,8809540.355,65980,MT,1851,Kg/ Hectare,1851,Loamy,5.188530991,75.4437793,29.81575615,62.9851157,1866.653488,19.80459209,74.82148807,Medium,Perennial,76.62
2022-23,Banana,47803,Hectare,11812360.32,468065,MT,9792,Kg/ Hectare,9792,Loamy,6.033496387,88.15696656,57.07649505,121.080962,1835.031566,28.23295122,86.43729766,High,Perennial,86.88
2022-23,Pepper,73732,Hectare,18219545.86,27654,MT,375,Kg/ Hectare,375,Clay,5.370487628,71.54859169,34.51067071,57.53515842,2905.48561,24.2239664,83.18966261,Medium,Perennial,60.39
2022-23,Pineapple,11130,Hectare,2750278.65,111997,MT,10063,Kg/ Hectare,10063,Loamy,5.233619793,66.41679275,31.80644036,85.13655086,1665.863199,21.96123186,85.10146269,Medium,Kharif,91.04
2023-24,Cloves,672,Hectare,166054.56,51,MT,75,Kg/ Hectare,75,Loamy,5.986782642,58.78673738,24.12400607,58.85207309,2487.292654,21.80935876,76.91734516,Medium,Perennial,56.03
2022-23,Coconut,760354,Hectare,187887275.2,5641,Million Nuts,7419,Nuts/ Hectare,7419,Silty,6.149649607,51.71593563,22.86128513,84.86983086,2173.619525,30.01967789,77.43519827,Medium,Perennial,85.12
2022-23,Pappaya,16805,Hectare,4152599.525,100288,MT,5968,Kg/ Hectare,5968,Clay,6.493994518,71.03086362,31.65769296,83.50014718,1148.58782,24.96969638,75.08599588,High,Perennial,83.66
2021-22,Coffee,85880,Hectare,21221377.4,69900,MT,814,Kg/ Hectare,814,Silty,5.941345076,61.12820763,24.82004522,81.4954181,2231.587668,23.89884319,69.13031107,Medium,Perennial,64.49
2021-22,Banana,49020,Hectare,12113087.1,461244,MT,9409,Kg/ Hectare,9409,Clay,6.659883243,107.1346276,44.67581744,118.2855853,2456.809356,29.63675604,71.91732202,High,Perennial,87.74
2022-23,Tea,35651,Hectare,8809540.355,65980,MT,1851,Kg/ Hectare,1851,Clay,5.399175249,77.4258762,37.89604253,60.84055273,1852.70189,21.7235086,86.55613951,Medium,Perennial,70.97
2023-24,Pappaya,18599,Hectare,4595905.895,123868,MT,6560,Kg/ Hectare,6560,Loamy,6.329754028,81.85706437,33.68215149,81.63651958,1586.554227,28.90975693,86.41441932,High,Perennial,80.51
2023-24,Arecanut,96113,Hectare,23750002.87,103985,MT,1082,Kg/ Hectare,1082,Clay,6.491332831,61.97069267,29.98552865,64.20048489,2713.902811,27.728341,96.65389092,Medium,Perennial,72.76
2023-24,Tea,35680,Hectare,8816706.4,65090,MT,1824,Kg/ Hectare,1824,Clay,5.331314051,86.54082725,36.63988049,70.30653327,1923.152959,21.36046229,92.4702561,Medium,Perennial,70.25
2021-22,Cloves,715,Hectare,176680.075,53,MT,74,Kg/ Hectare,74,Sandy,6.250648229,51.71595901,18.50910172,55.71418072,2706.442803,26.00429697,77.32515159,Medium,Perennial,56.2
2023-24,Cardamom,40345,Hectare,9969451.225,22869,MT,567,Kg/ Hectare,567,Loamy,5.417708871,58.67553077,27.66839798,57.48772406,3037.732563,21.89309295,86.02341751,Medium,Perennial,59.18
2023-24,Arecanut,96113,Hectare,23750002.87,103985,MT,1082,Kg/ Hectare,1082,Clay,6.863957252,68.4053075,30.24722771,44.01567278,1951.992646,26.22161437,73.47030749,Medium,Perennial,71.67
2021-22,Paddy,195734,Hectare,48366850.07,562097,MT,2872,Kg/ Hectare,2872,Sandy,5.919274767,79.73223889,35.34417219,46.92304321,1562.477766,25.02965739,88.63069071,High,Kharif,75.71
2023-24,Paddy,180278,Hectare,44547595.19,811761,MT,2958,Kg/ Hectare,2958,Clay,6.180439938,75.28779011,36.36530375,41.47290263,2155.69651,21.68989291,62.98936773,High,Kharif,73.08
2023-24,Pineapple,12538,Hectare,3098202.49,118958,MT,9488,Kg/ Hectare,9488,Silty,5.443483014,74.4595747,35.66768823,87.83998133,2245.856075,24.36003258,78.35664191,Medium,Kharif,87.37
2021-22,Cocoa,12527,Hectare,3095484.335,14486,MT,1156,Kg/ Hectare,1156,Loamy,6.254581511,65.2809623,27.61032591,71.99827478,1733.360454,28.95629186,73.02665157,Medium,Perennial,68.56
2023-24,Turmeric,2046,Hectare,505576.83,36146,MT,3004,Kg/ Hectare,3004,Clay,5.995599778,61.58603081,38.32973726,39.63455994,1188.045999,26.4055197,80.65446264,Medium,Kharif,76.96
2021-22,Pineapple,11508,Hectare,2843684.34,106654,MT,9268,Kg/ Hectare,9268,Sandy,5.532302198,80.34721411,33.49035713,86.39604773,1846.480742,24.8386772,85.99086585,Medium,Kharif,93.52
2021-22,Tapioca,55664,Hectare,13754852.72,2506352,MT,45026,Kg/ Hectare,45026,Sandy,5.69474436,57.33902189,27.18533239,51.88587637,1633.942642,29.45097593,57.33105259,Medium,Kharif,96.38
2022-23,Coconut,760354,Hectare,187887275.2,5641,Million Nuts,7419,Nuts/ Hectare,7419,Silty,5.966391958,47.18451147,24.19867386,62.38890794,2597.077339,29.12607545,79.22156308,Medium,Perennial,84.54
2023-24,Turmeric,2046,Hectare,505576.83,36146,MT,3004,Kg/ Hectare,3004,Clay,5.624331791,62.77495593,38.7824009,50.7741254,1293.63742,24.54984607,77.42455653,Medium,Kharif,72.96
2023-24,Plantain,56717,Hectare,14015054.29,411877,MT,7262,Kg/ Hectare,7262,Sandy,5.770448534,85.94728553,49.35062685,121.0585518,2222.837478,26.62769259,76.66915845,High,Perennial,84.25
2021-22,Rubber,551030,Hectare,136162268.2,533500,MT,968,Kg/ Hectare,968,Loamy,5.813025864,58.81100724,25.35255545,67.20335972,2698.979374,27.12850823,82.7565654,Low,Perennial,64.07
2023-24,Banana,47542,Hectare,11747865.91,477521,MT,10044,Kg/ Hectare,10044,Loamy,5.96426701,94.9976616,50.0781184,117.3947859,1746.675099,30.29848521,88.40634637,High,Perennial,86.11
2022-23,Paddy,191712,Hectare,47372993.76,595860,MT,3108,Kg/ Hectare,3108,Loamy,6.722831821,97.53746002,40.2317897,40.52121537,1930.935941,23.96365141,69.77606456,High,Kharif,77.4
2023-24,Jack,92181,Hectare,22778386.01,252,Million Nuts,2738,Nuts/ Hectare,2738,Loamy,6.059383927,39.34925821,28.58746391,65.53993787,2098.325472,26.33377354,79.67298261,Low,Perennial,72.4
2021-22,Betel leaves,243,Hectare,60046.515,8653,MT,35609,Kg/ Hectare,35609,Sandy,5.633878184,74.85780054,43.68172181,74.33735184,1938.750786,27.08362007,78.79877481,High,Perennial,91.25
2021-22,Banana,49020,Hectare,12113087.1,461244,MT,9409,Kg/ Hectare,9409,Loamy,6.180041365,101.3478398,44.0394842,107.5749387,2342.898358,29.746904,79.66754147,High,Perennial,88.5
2021-22,Tea,35872,Hectare,8864150.56,60360,MT,1683,Kg/ Hectare,1683,Loamy,5.593421921,85.17936934,26.41183501,77.53934257,1843.258881,21.40081618,91.16461466,Medium,Perennial,68.48
2022-23,Tea,35651,Hectare,8809540.355,65980,MT,1851,Kg/ Hectare,1851,Loamy,5.08190099,83.71357206,30.07540791,68.28479248,1812.211314,21.80394845,85.76438645,Medium,Perennial,69.13
2022-23,Turmeric,2162,Hectare,534241.01,6540,MT,3025,Kg/ Hectare,3025,Clay,6.106813757,56.71055879,33.44712053,49.71252998,1669.731307,24.61938923,67.30110088,Medium,Kharif,73.1
2023-24,Cloves,672,Hectare,166054.56,51,MT,75,Kg/ Hectare,75,Sandy,5.987126652,52.58038038,24.14932392,67.04672475,2059.356159,26.54324133,89.64736578,Medium,Perennial,55.05
2021-22,Pappaya,14805,Hectare,3658389.525,88201,MT,5958,Kg/ Hectare,5958,Silty,5.691067343,100.8269422,41.38279646,101.2945217,1576.112981,27.1812728,79.25752904,High,Perennial,86.59
2023-24,Ginger,2241,Hectare,553762.305,44390,MT,4358,Kg/ Hectare,4358,Loamy,6.120367297,69.97247992,42.42213036,55.40804199,1757.99206,24.73130974,67.14059866,Medium,Kharif,79.69
2021-22,Pepper,76351,Hectare,18866713.86,32516,MT,426,Kg/ Hectare,426,Sandy,5.928980675,72.6188372,32.3799524,44.13396952,2613.610572,23.20408162,89.10898568,Medium,Perennial,61.97
2022-23,Ginger,2582,Hectare,638025.11,11007,MT,4263,Kg/ Hectare,4263,Silty,6.32707347,76.29365455,34.73258863,55.99260675,1398.380058,26.94371979,78.30536701,Medium,Kharif,76.06
2023-24,Pappaya,18599,Hectare,4595905.895,123868,MT,6560,Kg/ Hectare,6560,Clay,6.170360243,93.21380861,40.26365361,69.36096636,1540.454847,28.49650594,75.94366726,High,Perennial,87.12
2022-23,Tea,35651,Hectare,8809540.355,65980,MT,1851,Kg/ Hectare,1851,Clay,5.307297799,73.61694177,35.2773471,76.98204816,1913.674759,19.34297749,83.91401682,Medium,Perennial,70.23
2021-22,Cashew,32369,Hectare,7998541.745,15861,MT,490,Kg/ Hectare,490,Sandy,5.833343866,52.54560193,23.39097045,41.46517996,1201.212368,27.32746436,81.87710256,Low,Perennial,57.1
2021-22,Turmeric,2203,Hectare,544372.315,7402,MT,3360,Kg/ Hectare,3360,Silty,6.242163697,52.10058497,37.13860003,44.00838526,1193.194959,24.41750787,77.82270801,Medium,Kharif,76.15
2023-24,Cocoa,11736,Hectare,2900024.28,14544,MT,1239,Kg/ Hectare,1239,Silty,5.940777791,50.08639996,30.84876866,73.3794008,1319.418211,30.51656392,88.32340016,Medium,Perennial,67.53
2021-22,Cloves,715,Hectare,176680.075,53,MT,74,Kg/ Hectare,74,Loamy,6.081462592,48.83436241,24.12321922,72.58352048,2372.634442,23.56670613,69.11172009,Medium,Perennial,60.71
2023-24,Pepper,72669,Hectare,17956873.25,30798,MT,424,Kg/ Hectare,424,Sandy,5.835229819,62.13662695,30.09619697,48.52140958,2605.422464,23.42471102,70.52770035,Medium,Perennial,57.04
2023-24,Arecanut,96113,Hectare,23750002.87,103985,MT,1082,Kg/ Hectare,1082,Loamy,6.352831686,66.50679521,28.44168533,58.91482611,2525.119801,29.66540588,71.51580331,Medium,Perennial,71.48
2021-22,Rubber,551030,Hectare,136162268.2,533500,MT,968,Kg/ Hectare,968,Clay,5.186154065,49.54877207,25.5195205,64.43917483,2228.669539,28.58888577,78.29801505,Low,Perennial,69.83
2023-24,Pepper,72669,Hectare,17956873.25,30798,MT,424,Kg/ Hectare,424,Clay,6.225719596,63.65240616,30.09804807,47.74341501,2551.591882,26.50263867,68.84858468,Medium,Perennial,59.24
2021-22,Nutmeg,22152,Hectare,5473869.96,17435,MT,787,Kg/ Hectare,787,Clay,5.887328638,48.47685587,30.40178629,73.40413564,2087.247346,28.22961232,79.32968635,Medium,Perennial,59.55
2021-22,Cardamom,39143,Hectare,9672431.015,21270,MT,543,Kg/ Hectare,543,Sandy,5.954834549,62.71447271,26.8187484,59.45559067,3047.895249,25.56540066,83.63097125,Medium,Perennial,61.77
2022-23,Nutmeg,23024,Hectare,5689345.52,17212,MT,748,Kg/ Hectare,748,Loamy,5.890966365,68.05058741,31.29964822,83.67036485,2183.883713,25.64139166,89.85693544,Medium,Perennial,62.84
2021-22,Paddy,195734,Hectare,48366850.07,562097,MT,2872,Kg/ Hectare,2872,Clay,6.301205009,67.73206442,37.0899313,40.31411658,2094.726623,25.72462418,77.10429932,High,Kharif,76.05
2021-22,Pappaya,14805,Hectare,3658389.525,88201,MT,5958,Kg/ Hectare,5958,Loamy,5.338429244,81.83702955,37.34236014,92.63183197,1500.253756,29.84326667,66.12566514,High,Perennial,75.15
2022-23,Cloves,707,Hectare,174703.235,54,MT,76,Kg/ Hectare,76,Clay,5.836682442,53.04989723,23.76281436,56.19054859,2266.610323,25.83813767,73.35619899,Medium,Perennial,57.96
2021-22,Turmeric,2203,Hectare,544372.315,7402,MT,3360,Kg/ Hectare,3360,Sandy,6.022042427,66.14767871,31.86832103,49.20565572,1727.182858,25.95318437,85.27773902,Medium,Kharif,79.3
2021-22,Plantain,51901,Hectare,12824996.61,410011,MT,7900,Kg/ Hectare,7900,Clay,5.86745057,102.0734792,46.31494112,128.1049923,2218.711192,26.50122622,77.96360593,High,Perennial,86.64
2022-23,Cocoa,11657,Hectare,2880502.985,15220,MT,1306,Kg/ Hectare,1306,Clay,6.116290042,63.1236884,32.51229386,67.40884491,2068.342968,30.23470809,79.0924256,Medium,Perennial,72.52
2021-22,Tapioca,55664,Hectare,13754852.72,2506352,MT,45026,Kg/ Hectare,45026,Silty,5.569884684,77.81443314,31.51235862,68.24558543,1468.433881,27.43571665,74.32346323,Medium,Kharif,91.2
2021-22,Plantain,51901,Hectare,12824996.61,410011,MT,7900,Kg/ Hectare,7900,Sandy,5.702797822,111.5934771,41.43136155,117.7866873,1320.199046,31.7378848,86.45011226,High,Perennial,89.11
2021-22,Tea,35872,Hectare,8864150.56,60360,MT,1683,Kg/ Hectare,1683,Clay,5.255382795,88.100354,40.04036836,68.76585781,2602.747356,21.94192596,91.89741783,Medium,Perennial,64.93
2023-24,Rubber,551030,Hectare,136162268.2,533500,MT,968,Kg/ Hectare,968,Sandy,5.688330887,45.11813305,20.52918848,66.26485933,2728.45208,30.88869295,84.52860494,Low,Perennial,64.24
2023-24,Pineapple,12538,Hectare,3098202.49,118958,MT,9488,Kg/ Hectare,9488,Clay,5.196443805,60.89412934,32.22059021,82.90589181,1474.763493,26.34448174,79.63807994,Medium,Kharif,91.29
2023-24,Paddy,180278,Hectare,44547595.19,811761,MT,2958,Kg/ Hectare,2958,Loamy,5.805034645,91.90171953,35.16100983,40.45400041,1944.175822,28.14763778,76.50222479,High,Kharif,79.22
2023-24,Cloves,672,Hectare,166054.56,51,MT,75,Kg/ Hectare,75,Loamy,6.040672653,52.26347116,24.79560303,64.57520698,3166.64607,20.93676877,83.49180206,Medium,Perennial,56.21
2022-23,Cardamom,40345,Hectare,9969451.225,22165,MT,549,Kg/ Hectare,549,Loamy,5.245920606,59.19753551,35.1767955,65.9964866,3346.744058,24.21484383,97.14040053,Medium,Perennial,63.97
2021-22,Coffee,85880,Hectare,21221377.4,69900,MT,814,Kg/ Hectare,814,Clay,6.070636377,70.1491459,32.77103683,85.30682616,2464.038263,21.48517058,69.91718232,Medium,Perennial,64.99
2022-23,Arecanut,94553,Hectare,23364519.07,98527,MT,1042,Kg/ Hectare,1042,Loamy,6.188930814,67.51773689,32.4932611,67.02423429,1819.012223,23.02431023,78.79746884,Medium,Perennial,61.23
2023-24,Coconut,765842,Hectare,189243387.4,5523,Million Nuts,7211,Nuts/ Hectare,7211,Loamy,5.454946002,52.01045354,26.41399768,85.26256343,1979.216817,31.90612696,82.11560682,Medium,Perennial,83.49
2021-22,Cashew,32369,Hectare,7998541.745,15861,MT,490,Kg/ Hectare,490,Loamy,6.012050567,50.44818537,28.88084941,44.28031806,1363.592377,23.03891138,65.25271047,Low,Perennial,61.86
2023-24,Betel leaves,221,Hectare,54610.205,7899,MT,35780,Kg/ Hectare,35780,Clay,6.118567156,66.46250978,41.58308271,66.05671557,1709.508338,25.75802963,77.30996308,High,Perennial,89.92
2022-23,Cardamom,40345,Hectare,9969451.225,22165,MT,549,Kg/ Hectare,549,Clay,5.337175612,59.33704846,33.13065341,60.89683371,3077.02328,21.70097592,88.09726908,Medium,Perennial,57.09
2022-23,Betel leaves,207,Hectare,51150.735,7051,MT,34049,Kg/ Hectare,34049,Loamy,5.535978597,63.61410022,36.2127664,66.79415551,2269.630758,26.48917929,85.64740795,High,Perennial,92.93
2023-24,Pineapple,12538,Hectare,3098202.49,118958,MT,9488,Kg/ Hectare,9488,Sandy,5.343519791,70.17108449,36.37835715,83.84102334,1718.158449,26.56461397,86.37184183,Medium,Kharif,87.43
2023-24,Paddy,180278,Hectare,44547595.19,811761,MT,2958,Kg/ Hectare,2958,Sandy,5.773467815,91.5306967,43.23563955,29.99173662,2047.533816,27.37082995,63.07123749,High,Kharif,78.32
2022-23,Paddy,191712,Hectare,47372993.76,595860,MT,3108,Kg/ Hectare,3108,Silty,6.071152047,80.15782655,46.12220224,37.8097771,1492.901381,25.22942025,68.61393833,High,Kharif,82.65
2021-22,Ginger,2924,Hectare,722535.02,12886,MT,4407,Kg/ Hectare,4407,Sandy,5.531419569,72.73153552,45.82825405,61.63428494,1853.550859,26.19880084,71.38456672,Medium,Kharif,78.43
2023-24,Turmeric,2046,Hectare,505576.83,36146,MT,3004,Kg/ Hectare,3004,Loamy,5.807939401,67.08262427,34.23170578,43.03963544,1254.186487,29.01165735,76.91429889,Medium,Kharif,73.44
2022-23,Paddy,191712,Hectare,47372993.76,595860,MT,3108,Kg/ Hectare,3108,Clay,5.69493949,74.1950521,34.6933659,35.41209636,1691.894733,26.24836394,81.09051794,High,Kharif,82.59
2023-24,Cloves,672,Hectare,166054.56,51,MT,75,Kg/ Hectare,75,Loamy,6.280878705,57.50995093,25.87288961,61.41144922,3147.043998,26.34264968,85.9254326,Medium,Perennial,61.11
2023-24,Cardamom,40345,Hectare,9969451.225,22869,MT,567,Kg/ Hectare,567,Loamy,5.047563424,61.85394335,35.80646261,64.8996466,2711.124662,20.00449389,90.33798903,Medium,Perennial,65.02
2023-24,Coffee,85957,Hectare,21240404.49,70354,MT,818,Kg/ Hectare,818,Silty,6.193972544,73.06209835,29.17778961,74.16086725,2338.627793,24.70187482,82.78049915,Medium,Perennial,62.24
2023-24,Cloves,672,Hectare,166054.56,51,MT,75,Kg/ Hectare,75,Clay,5.72374997,41.96545694,25.74648201,60.65916924,2945.146957,26.10198082,88.79510073,Medium,Perennial,53.58
2021-22,Pineapple,11508,Hectare,2843684.34,106654,MT,9268,Kg/ Hectare,9268,Loamy,5.187277235,70.15679771,33.07313498,94.54195835,2077.720116,25.70171166,71.5399644,Medium,Kharif,85.75
2022-23,Pappaya,16805,Hectare,4152599.525,100288,MT,5968,Kg/ Hectare,5968,Silty,5.597714494,73.37935269,32.75149397,92.35463426,1627.394994,24.51713005,68.46287439,High,Perennial,81.04
2021-22,Ginger,2924,Hectare,722535.02,12886,MT,4407,Kg/ Hectare,4407,Clay,5.773616907,63.35708513,37.39642398,68.44437141,2075.995923,27.68694907,87.43499748,Medium,Kharif,77.35
2022-23,Pineapple,11130,Hectare,2750278.65,111997,MT,10063,Kg/ Hectare,10063,Clay,5.544851686,75.26527796,28.75323135,66.84132636,2017.847082,27.62737141,68.56175875,Medium,Kharif,86.21
2022-23,Coconut,760354,Hectare,187887275.2,5641,Million Nuts,7419,Nuts/ Hectare,7419,Loamy,6.117266482,52.56986059,29.46053779,85.19438849,1954.056621,24.44899988,74.99639633,Medium,Perennial,82.46
2022-23,Pappaya,16805,Hectare,4152599.525,100288,MT,5968,Kg/ Hectare,5968,Clay,5.561435364,82.66668944,47.1472652,92.05612643,1712.702288,30.45639744,71.4964373,High,Perennial,83.72
2021-22,Cocoa,12527,Hectare,3095484.335,14486,MT,1156,Kg/ Hectare,1156,Silty,6.029036127,49.36806284,25.92660092,70.3739408,1515.125,27.45070084,67.13873198,Medium,Perennial,67.03
2022-23,Betel leaves,207,Hectare,51150.735,7051,MT,34049,Kg/ Hectare,34049,Sandy,6.178116075,62.13387554,40.42358735,64.88922776,2160.195044,27.06754333,89.33947017,High,Perennial,91.31
2022-23,Banana,47803,Hectare,11812360.32,468065,MT,9792,Kg/ Hectare,9792,Loamy,6.193679778,102.4717773,49.77158462,94.3506522,1873.332349,25.90806659,74.67192012,High,Perennial,90.05
2021-22,Cashew,32369,Hectare,7998541.745,15861,MT,490,Kg/ Hectare,490,Silty,5.9929419,46.62696597,23.06933018,39.13533652,1194.116868,24.04257602,56.37726589,Low,Perennial,58.43
2022-23,Coconut,760354,Hectare,187887275.2,5641,Million Nuts,7419,Nuts/ Hectare,7419,Loamy,5.823406264,48.10501628,23.93314543,66.60285869,2420.03747,27.7893285,79.16920228,Medium,Perennial,84.09
2022-23,Tapioca,55713,Hectare,13766960.87,2390395,MT,42905,Kg/ Hectare,42905,Clay,5.917980693,49.5975751,33.88953967,68.96326452,1322.902423,27.1193683,80.41039446,Medium,Kharif,99.56
2021-22,Ginger,2924,Hectare,722535.02,12886,MT,4407,Kg/ Hectare,4407,Loamy,6.133124425,69.39601089,43.17652164,57.65377689,1829.809225,25.53421435,71.75750447,Medium,Kharif,82.79
2021-22,Cardamom,39143,Hectare,9672431.015,21270,MT,543,Kg/ Hectare,543,Loamy,5.54087558,67.78315854,32.73218423,53.8022071,2733.919735,21.90951736,84.33403362,Medium,Perennial,66.46
2023-24,Pappaya,18599,Hectare,4595905.895,123868,MT,6560,Kg/ Hectare,6560,Loamy,6.315891159,96.82845376,32.58204323,83.27437196,1090.199004,28.01415768,70.12322932,High,Perennial,86.4
2021-22,Coffee,85880,Hectare,21221377.4,69900,MT,814,Kg/ Hectare,814,Loamy,6.16384322,70.18656051,32.22729062,78.05405461,1543.101917,23.57039292,75.47559212,Medium,Perennial,65.86
2022-23,Nutmeg,23024,Hectare,5689345.52,17212,MT,748,Kg/ Hectare,748,Clay,5.927833478,63.73650159,31.85802114,73.43954485,3167.91468,25.84622291,74.2319468,Medium,Perennial,58.14
2022-23,Jack,89333,Hectare,22074630.97,264,Million Nuts,2953,Nuts/ Hectare,2953,Loamy,6.293439791,43.77523876,28.32124972,60.37853737,1618.778789,27.23273947,81.70465919,Low,Perennial,78.73
2022-23,Ginger,2582,Hectare,638025.11,11007,MT,4263,Kg/ Hectare,4263,Loamy,5.791121584,64.37725174,43.20780052,47.60614096,1464.809044,24.27641997,71.51274305,Medium,Kharif,78.67
2022-23,Mango,76692,Hectare,18950976.66,475587,MT,6201,Kg/ Hectare,6201,Clay,6.467950096,47.68771031,23.23007749,44.72532394,1035.733579,31.60099756,62.28429118,Low,Perennial,85.56
2023-24,Plantain,56717,Hectare,14015054.29,411877,MT,7262,Kg/ Hectare,7262,Sandy,6.04052771,99.83301387,45.56176419,110.417962,1540.878332,27.76433642,72.64638242,High,Perennial,91.99
2023-24,Pappaya,18599,Hectare,4595905.895,123868,MT,6560,Kg/ Hectare,6560,Clay,6.100442057,74.12105195,40.7561732,85.96993261,1456.973805,21.46662216,75.57391658,High,Perennial,87.18
2021-22,Tea,35872,Hectare,8864150.56,60360,MT,1683,Kg/ Hectare,1683,Sandy,4.815209349,71.98210054,35.79340414,66.01499349,2343.46738,21.51495175,76.8690249,Medium,Perennial,74.53
2021-22,Arecanut,93968,Hectare,23219962.64,103476,MT,1101,Kg/ Hectare,1101,Clay,6.165562958,72.84982172,27.12648537,61.44258748,2589.521329,29.6646091,82.88789181,Medium,Perennial,67.42
2021-22,Cloves,715,Hectare,176680.075,53,MT,74,Kg/ Hectare,74,Loamy,6.036853629,47.6821968,24.50705351,66.86618888,2964.709992,26.82376139,81.32274603,Medium,Perennial,59.13
